Title,ADDRESS_MD5Digest,ADDRESS_strcmp,ADDRESS_OSGetTime,ADDRESS_OSDisableInterrupts,ADDRESS_OSRestoreInterrupts,ADDRESS_DCFlushRange,ADDRESS_ICInvalidateRange,ADDRESS_IOS_Open,ADDRESS_IOS_Close,ADDRESS_IOS_Read,ADDRESS_IOS_Ioctlv,ADDRESS_NASWII_AC_URL,ADDRESS_NASWII_AC_URL_POINTER,ADDRESS_NASWII_PR_URL,ADDRESS_NASWII_PR_URL_POINTER,ADDRESS_AVAILABLE_URL,ADDRESS_DWCi_Auth_SendRequest,ADDRESS_DWCi_Auth_HandleResponse,ADDRESS_DWC_AUTH_ADD_MACADDR,ADDRESS_DWC_AUTH_ADD_CSNUM,ADDRESS_AUTH_HANDLERESP_HOOK,ADDRESS_AUTH_HANDLERESP_CONTINUE,ADDRESS_AUTH_HANDLERESP_ERROR,ADDRESS_AUTH_HANDLERESP_OUT,AUTH_HANDLERESP_UNPATCH,LOAD_AUTH_REQ_INST_01,LOAD_AUTH_REQ_INST_02,LOAD_AUTH_REQ_INST_01_P,ADDRESS_NHTTPCreateRequest,ADDRESS_NHTTPSendRequestAsync,ADDRESS_NHTTPDestroyResponse,ADDRESS_NHTTPStartup,ADDRESS_DWC_ERROR,ADDRESS_DWCi_SetError,ADDRESS_DWCi_HandleGPError,ADDRESS_HBM_ALLOCATOR,ADDRESS_BMST_RSO_LOCATOR,ADDRESS_GH_ALLOC_FUNCTION,ADDRESS_PES_ALLOC_FUNCTION,ADDRESS_SSBB_GET_HEAP_FUNCTION,ADDRESS_SKIP_DNS_CACHE,ADDRESS_SKIP_DNS_CACHE_CONTINUE,ADDRESS_gethostbyname,ADDRESS_SOiAlloc,ADDRESS_SOiFree,ADDRESS_SOSocket,ADDRESS_SOClose,ADDRESS_SOBind,ADDRESS_SOConnect,ADDRESS_SOGetSockName,ADDRESS_SORecvFrom,ADDRESS_SORecv,ADDRESS_SOSendTo,ADDRESS_SOSend,ADDRESS_SOFcntl,ADDRESS_SOShutdown,ADDRESS_SOPoll,ADDRESS_SOInetAtoN,ADDRESS_SOGetAddrInfo,ADDRESS_SOFreeAddrInfo,ADDRESS_SOSetSockOpt,ADDRESS_SOGetInterfaceOpt,ADDRESS_DWC_Printf,ADDRESS_OSReport,ADDRESS_GHIPARSEURL_HTTPS_PATCH,ADDRESS_NHTTP_HTTPS_PORT_PATCH,ADDRESS_NHTTPi_SocSSLConnect,ADDRESS_PATCH_SECURITY_GT2MATCHCOMMAND,ADDRESS_PATCH_SECURITY_QR2MATCHCOMMAND,ADDRESS_gpiAppendStringToBuffer,ADDRESS_gpiAppendIntToBuffer,ADDRESS_PATCH_GPISENDLOGIN,ADDRESS_PATCH_GPIADDLOCALINFO,ADDRESS_DWC_Base64Encode,ADDRESS_DWCi_GetUserData,ADDRESS_DWCi_GetGPBuddyAdditionalMsg,ADDRESS_RealMode,ADDRESS_OSInitSystemCall_Tail,ADDRESS_GTI2_BUFFER,ADDRESS_SBCM_RETURN,ADDRESS_OSYieldThread,ADDRESS_sendto,ADDRESS_stpLoginCnt,ADDRESS_stpFriendCnt,ADDRESS_AUTH_RESULT,ADDRESS_NATNEG_SET_COMPLETED_DELAY,ADDRESS_GT2_PORT_PATCH,GT2_PORT_PATCH_REG,ADDRESS_gt2AddressToString,ADDRESS_gt2CreateSocket,ADDRESS_SCGetProductSN,ADDRESS_ESP_FD,ADDRESS_gpiValueForKey,ADDRESS_PATCH_gpiCheckForError,TYPE_gpiCheckForError,ADDRESS_atoi,ADDRESS_gpiCallErrorCallback,ADDRESS_PATCH_DWCi_HandleGPError
R7OPD00,0x800773F0,0x800D5A8C,0x800F23E8,0x800ED894,0x800ED8BC,0x800E8E24,0x800E8EDC,0x800C450C,0x800C4808,0x800C4A54,0x800C53B4,0x80210328,0x80210378,0x802103A8,0x802103F8,0x80215BB0,0x80048000,0x80048B40,0x80048798,0x800489AC,0x80048CC0,0x80048CD8,0x80049434,0x80049488,0x80A1000C,"lwz %r5, -0x6B70(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6B70(%r13)",0x800E4704,0x800E4910,0x800E49AC,0x800E436C,0x802C9320,0x00000000,0x800504A0,0x8021949C,0x00000000,0x00000000,0x00000000,0x00000000,0x8004EF20,0x8004F110,0x80077C70,0x8010BC58,0x8010BD40,0x8010C3AC,0x8010C570,0x8010C808,0x8010C8F0,0x8010C9D8,0x8010CAD4,0x8010CAFC,0x8010CB20,0x8010CB48,0x8010CB6C,0x8010CC9C,0x8010CD50,0x8010CEAC,0x8010D6C0,0x8010D9A4,0x8010DA08,0x8010DB0C,0x8004AA20,0x800E9A64,0x00000000,0x800DF798,0x800E0480,0x80067F30,0x800680B8,0x8007DE50,0x8007DEB0,0x8007F60C,0x80081040,0x80049E80,0x8004DBE0,0x00000000,0x800EF1EC,0x800F0CE8,0x802CA400,0x8008FFD8,0x800F151C,0x80077A10,0x803385D0,0x803385C0,0x802C9320,0x80096750,0x80050150,31,0x8008E4A0,0x80089F70,0x80109A5C,0x803374B8,0x80088370,0x8008824C,0x00000000,0x800D7B74,0x8007E740,0x800505E8
SPOPD00,0x804A7250,0x80447794,0x803B8D90,0x803B4A00,0x803B4A40,0x803B02A0,0x803B0390,0x803E1670,0x803E1860,0x803E1A10,0x803E23A0,0x805D7DB8,0x805D7E08,0x805D7E38,0x805D7E88,0x805D86E8,0x804A40D0,0x804A4C20,0x804A4870,0x804A4A84,0x804A4DA0,0x804A4DB8,0x804A5514,0x804A5568,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8073; lwz %r5, -0x2EC0(%r5)",0x8043AF50,0x8043B15C,0x8043B1F8,0x8043ABB8,0x8072CDC0,0x8047D740,0x80480F40,0x805CF354,0x00000000,0x00000000,0x00000000,0x00000000,0x8048222C,0x80482420,0x804A7F10,0x8043E4D0,0x8043E5B8,0x8043EC24,0x8043EDE8,0x8043EE8C,0x8043EF74,0x8043F05C,0x8043F158,0x8043F180,0x8043F1A4,0x8043F1CC,0x8043F1F0,0x8043F320,0x8043F3D4,0x8043F530,0x8043FD34,0x80440018,0x8044007C,0x80440180,0x8047DBD0,0x803B1140,0x00000000,0x80435FE8,0x80436CD0,0x8049C394,0x8049C52C,0x804ADC60,0x804ADCC0,0x804AF41C,0x804B0E60,0x8047D2B0,0x80480E40,0x00000000,0x803B5A10,0x803B75C0,0x8072D4E0,0x804BFAFC,0x00000000,0x804A7C90,0x8072C480,0x8072C468,0x8072CDC0,0x00000000,0x80483958,30,0x804BDF90,0x804B9BC0,0x803DF7B0,0x80733D28,0x804B8190,0x804B8078,0x00000001,0x80449880,0x804AE550,0x80483DFC
RWGPD00,0x803A5FFC,0x803DF50C,0x8028EDF4,0x8028A9B4,0x8028A9DC,0x802864C8,0x802865AC,0x802E04B8,0x802E0698,0x802E0840,0x802E11A0,0x804A8198,0x804A81E8,0x804A8218,0x804A8268,0x804ABD28,0x8038EA48,0x8038F58C,0x8038F1E4,0x8038F3F8,0x8038F708,0x8038F720,0x8038FE60,0x8038FEB4,0x80A1000C,"lwz %r5, -0x06D4(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x06D4(%r13)",0x80385F54,0x803861B8,0x80386254,0x80385C8C,0x805CD8D8,0x8038CC78,0x8039468C,0x8049952C,0x00000000,0x00000000,0x00000000,0x00000000,0x8039388C,0x80393A80,0x803A680C,0x80388CB8,0x80388DA0,0x8038940C,0x803895D0,0x80389674,0x8038975C,0x80389844,0x80389940,0x80389968,0x8038998C,0x803899B4,0x803899D8,0x80389B08,0x80389BBC,0x80389D18,0x8038A52C,0x8038A810,0x8038A874,0x8038A978,0x8038D078,0x80287310,0x00000000,0x80381138,0x80381DA0,0x00000000,0x803A16C4,0x803AC46C,0x803AC4C8,0x803ADC08,0x803AF618,0x8038C810,0x80392640,0x80399E10,0x8028BA20,0x8028D5FC,0x805CE940,0x803BD7C8,0x8028DE70,0x803A65C8,0x805DA870,0x805DA858,0x805CD8D8,0x803C37A8,0x80394300,31,0x803BBD08,0x803B7C70,0x802BAB54,0x805D8B68,0x803B630C,0x803B62D0,0x00000000,0x803E1770,0x803ACD1C,0x803947F4
R2VJD00,0x8027AE8C,0x8013A48C,0x801A0370,0x8019C328,0x8019C350,0x80197720,0x80197804,0x801864EC,0x801866CC,0x80186874,0x801870EC,0x803109D8,0x80310A28,0x80310A58,0x80310AA8,0x80311578,0x802753A8,0x80275EEC,0x80275B44,0x80275D58,0x8027606C,0x80276084,0x802767E0,0x80276834,0x80A1000C,"lwz %r5, -0x4FF8(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x4FF8(%r13)",0x801F7A8C,0x801F7C98,0x801F7D34,0x801F76F4,0x8045D780,0x802A4D2C,0x802AA880,0x803096EC,0x00000000,0x00000000,0x00000000,0x00000000,0x802A9A0C,0x802A9C00,0x8027B6D0,0x801FA448,0x801FA530,0x801FAB9C,0x801FAD60,0x801FAE04,0x801FAEEC,0x801FAFD4,0x801FB0D0,0x801FB0F8,0x801FB11C,0x801FB144,0x801FB168,0x801FB298,0x801FB34C,0x801FB4A8,0x801FBCBC,0x801FBFA0,0x801FC004,0x801FC108,0x802A514C,0x80198598,0x80297DCC,0x801F2B20,0x801F3808,0x802C05B0,0x802C0738,0x80281ACC,0x80281B28,0x80283268,0x80284C78,0x802A48F0,0x802A86F8,0x00000000,0x8019D1BC,0x8019EC98,0x8045DF60,0x8029333C,0x8019F4F8,0x8027B458,0x80463488,0x80463470,0x8045D780,0x8029E5F8,0x802AA578,31,0x8029187C,0x8028D7E4,0x801A71A0,0x804619C8,0x8028BE80,0x8028BD68,0x00000000,0x8013C61C,0x8028237C,0x802AA9D8
RP4JD00,0x801B7244,0x80184674,0x8009C310,0x800978F8,0x80097920,0x80092F38,0x8009301C,0x801170FC,0x801172DC,0x80117484,0x80117DE4,0x802639C8,0x80263A18,0x80263A48,0x80263A98,0x802644B8,0x801B21F0,0x801B2D34,0x801B298C,0x801B2BA0,0x801B2EB0,0x801B2EC8,0x801B3608,0x801B365C,0x80A1000C,"lwz %r5, -0x52EC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x52EC(%r13)",0x801E6F04,0x801E7168,0x801E7204,0x801E6C3C,0x80334390,0x00000000,0x801A1340,0x8025B51C,0x00000000,0x00000000,0x00000000,0x00000000,0x801A0A94,0x801A0C88,0x801B7A54,0x801E9914,0x801E99FC,0x801EA068,0x801EA22C,0x801EA2D0,0x801EA3B8,0x801EA4A0,0x801EA59C,0x801EA5C4,0x801EA5E8,0x801EA610,0x801EA634,0x801EA764,0x801EA818,0x801EA974,0x801EB188,0x801EB46C,0x801EB4D0,0x801EB5D4,0x8019CAA0,0x80093D80,0x801D3A6C,0x801E20E8,0x801E2D50,0x00000000,0x801AC07C,0x801BDACC,0x801BDB28,0x801BF268,0x801C0C78,0x8019BF88,0x8019F848,0x801A5800,0x80099258,0x8009AC90,0x80334B40,0x801CEFF4,0x8009B4F0,0x801B7810,0x803660E8,0x803660D0,0x80334390,0x801DA24C,0x801A0FB4,31,0x801CD534,0x801C9494,0x8010F8CC,0x80364348,0x801C796C,0x801C7930,0x00000000,0x80186934,0x801BE37C,0x801A14A8
SC2ED00,0x803FCE60,0x801A5890,0x8016EED0,0x8016A9A0,0x8016A9E0,0x80165EA0,0x80165F60,0x801BAAC0,0x801BACB0,0x801BAE60,0x801BB7F0,0x805F55D8,0x805F5628,0x805F5658,0x805F56A8,0x805F6D38,0x803F40F0,0x803F4C40,0x803F4890,0x803F4AA4,0x803F4DC0,0x803F4DD8,0x803F5534,0x803F5588,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x807C; lwz %r5, 0x1640(%r5)",0x8039897C,0x80398C04,0x80398CF0,0x803985E4,0x807C12C0,0x803C8570,0x803CF310,0x805D452C,0x00000000,0x00000000,0x00000000,0x00000000,0x803D065C,0x803D0850,0x803FDB70,0x803A742C,0x803A7514,0x803A7B80,0x803A7D44,0x803A7DE8,0x803A7ED0,0x803A7FB8,0x803A80B4,0x803A80DC,0x803A8100,0x803A8128,0x803A814C,0x803A827C,0x803A8330,0x803A848C,0x803A8CA0,0x803A8F84,0x803A8FE8,0x803A90EC,0x803C8AF0,0x8000B060,0x8041B3B4,0x80393588,0x803943B4,0x803EA924,0x803EAABC,0x80403F90,0x80403FF0,0x80405778,0x804072B0,0x803C80C0,0x803CF210,0x00000000,0x8016B9B0,0x8016D6B0,0x807C1B58,0x8041660C,0x00000000,0x803FD8B0,0x807C0948,0x807C0930,0x807C12C0,0x00000000,0x803D2038,30,0x804147D0,0x80410350,0x801C28D0,0x80601728,0x8040E920,0x8040E800,0x00000001,0x801A7B94,0x80404890,0x803D24DC
RWSJD00,0x800F033C,0x8005E418,0x8002DFE0,0x8002A090,0x8002A0B8,0x80025840,0x80025924,0x800714C0,0x800716A0,0x80071848,0x800721A8,0x803E9038,0x803E9088,0x803E90B8,0x803E9108,0x803E3780,0x8012E874,0x8012F3B8,0x8012F010,0x8012F224,0x8012F534,0x8012F54C,0x8012FC8C,0x8012FCE0,0x80A1000C,"lwz %r5, -0x5D44(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x5D44(%r13)",0x80161144,0x80161350,0x801613EC,0x80160EAC,0x804BD318,0x80119D30,0x8011E85C,0x803EAEF4,0x00000000,0x00000000,0x00000000,0x00000000,0x80119DEC,0x80119FE4,0x800F0A10,0x8013ABA0,0x8013AC88,0x8013B2F4,0x8013B3C8,0x8013B660,0x8013B748,0x8013B830,0x8013B92C,0x8013B954,0x8013B978,0x8013B9A0,0x8013B9C4,0x8013BAF4,0x8013BBA8,0x8013BD04,0x8013C500,0x8013C7E4,0x8013C94C,0x8013CA50,0x8011A308,0x8005C8F0,0x8010DFA8,0x8015AEAC,0x8015BAB8,0x00000000,0x801296C4,0x800F7DF0,0x800F7E4C,0x800F9408,0x800FAD6C,0x801198C8,0x8011CFD4,0x80122CE8,0x8002B0FC,0x8002CA34,0x804BAF40,0x80107E58,0x00000000,0x800F07CC,0x80639120,0x80639110,0x804BD318,0x80114660,0x8011E4F0,31,0x80106390,0x80102340,0x800778F8,0x00000000,0x801009DC,0x801009A0,0x00000000,0x800606D8,0x800F85B8,0x8011E9C4
SILPD00,0x803B21E0,0x803F6E4C,0x8027E030,0x80279EB0,0x80279EF0,0x80275290,0x80275350,0x802AEE70,0x802AF060,0x802AF210,0x802AFBA0,0x804A5C78,0x804A5CC8,0x804A5CF8,0x804A5D48,0x804A73D8,0x803A9670,0x803AA1C0,0x803A9E10,0x803AA024,0x803AA340,0x803AA358,0x803AAAB4,0x803AAB08,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8055; lwz %r5, -0x4C20(%r5)",0x803E8BD4,0x803E8E5C,0x803E8EF8,0x803E883C,0x8054B060,0x803814C0,0x803854F0,0x80462AC4,0x00000000,0x00000000,0x00000000,0x00000000,0x803867DC,0x803869D0,0x803B2EF0,0x803DE604,0x803DE6EC,0x803DED58,0x803DEF1C,0x803DEFC0,0x803DF0A8,0x803DF190,0x803DF28C,0x803DF2B4,0x803DF2D8,0x803DF300,0x803DF324,0x803DF454,0x803DF508,0x803DF664,0x803DFE78,0x803E015C,0x803E01C0,0x803E02C4,0x80381A30,0x80276100,0x803D0414,0x803E393C,0x803E4768,0x8039FFA4,0x803A013C,0x803B9230,0x803B9290,0x803BAA18,0x803BC550,0x80381010,0x803853F0,0x00000000,0x8027AEC0,0x8027C9B0,0x8054B8F8,0x803CB66C,0x00000000,0x803B2C30,0x8054A710,0x8054A6F8,0x8054B060,0x00000000,0x80387928,30,0x803C9A40,0x803C55F0,0x802B8670,0x80580B58,0x803C3BC0,0x803C3AA0,0x00000001,0x803F9024,0x803B9B30,0x80387DCC
RH7JD00,0x80144368,0x801E9040,0x80085DA4,0x80081FE0,0x80082008,0x8007DE18,0x8007DEFC,0x800A9938,0x800A9B18,0x800A9CC0,0x800AA620,0x80323360,0x803233B0,0x00000000,0x00000000,0x80323C60,0x8013FA68,0x80140398,0x80140024,0x80140218,0x801404CC,0x801404D0,0x80140B38,0x80140BA0,0x8061000C,"lwz %r5, -0x4AEC(%r13)","addi %r5, %r5, 0x55D0","lwz %r5, -0x4AEC(%r13)",0x800FE958,0x800FEB64,0x800FEC00,0x800FE6C0,0x8046A438,0x8016DC48,0x8012FECC,0x804BE23C,0x00000000,0x00000000,0x00000000,0x00000000,0x8016DD44,0x8016DF3C,0x80144A34,0x80103B18,0x80103C00,0x8010426C,0x80104340,0x801045D8,0x801046C0,0x801047A8,0x801048A4,0x801048CC,0x801048F0,0x80104918,0x8010493C,0x80104A6C,0x80104B20,0x80104C7C,0x80105478,0x8010575C,0x801058C4,0x801059C8,0x8016E1FC,0x801E7260,0x80161F70,0x800F86C0,0x800F92CC,0x00000000,0x8013A940,0x8014BDFC,0x8014BE58,0x8014D414,0x8014ED78,0x8016D804,0x8012E66C,0x801346A4,0x80082F7C,0x800847BC,0x8046ABB8,0x8015BE20,0x8008501C,0x801447F0,0x804C0850,0x804C0848,0x8046A438,0x801685B0,0x8012FB60,31,0x8015A360,0x8015634C,0x800B0058,0x00000000,0x801549E8,0x801549AC,0x00000000,0x801EB348,0x8014C5C4,0x80130034
R3BPD00,0x8020F04C,0x803172C0,0x8029C144,0x802975C4,0x802975EC,0x80292A7C,0x80292B60,0x802BF404,0x802BF5E4,0x802BF78C,0x802C00EC,0x803BBE00,0x803BBE50,0x803BBE80,0x803BBED0,0x803BC8F0,0x80209FF8,0x8020AB3C,0x8020A794,0x8020A9A8,0x8020ACB8,0x8020ACD0,0x8020B410,0x8020B464,0x80A1000C,"lwz %r5, -0x538C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x538C(%r13)",0x80240E48,0x802411B8,0x802412A4,0x80240B5C,0x804CA898,0x801F42EC,0x801F920C,0x803C0A84,0x00000000,0x00000000,0x00000000,0x00000000,0x801F884C,0x801F8A40,0x8020F85C,0x80237A50,0x80237B38,0x802381A4,0x80238368,0x8023840C,0x802384F4,0x802385DC,0x802386D8,0x80238700,0x80238724,0x8023874C,0x80238770,0x802388A0,0x80238954,0x80238AB0,0x802392C4,0x802395A8,0x8023960C,0x80239710,0x801F46EC,0x8012888C,0x8022B6A8,0x8023BC58,0x8023C990,0x00000000,0x80203F7C,0x802158D4,0x80215930,0x80217070,0x80218A80,0x801F3E9C,0x801F7600,0x801FD700,0x80298630,0x8029A19C,0x804CB040,0x80226C30,0x8029AA10,0x8020F618,0x80577168,0x80577150,0x804CA898,0x80231E88,0x801F8E80,31,0x80225170,0x802210D8,0x802C2E4C,0x805768D8,0x8021F774,0x8021F738,0x00000000,0x80319670,0x80216184,0x801F9374
RPBED00,0x8033C100,0x801D3088,0x80277230,0x80273104,0x8027312C,0x8026EFFC,0x8026F0E0,0x802A7A20,0x802A7C00,0x802A7DA8,0x802A8708,0x80438FF8,0x80439048,0x00000000,0x00000000,0x804396D0,0x803391D8,0x80339B08,0x80339794,0x80339988,0x80339C3C,0x80339C40,0x8033A2A8,0x8033A310,0x8061000C,"lwz %r5, -0x4FE4(%r13)","addi %r5, %r5, 0x55D0","lwz %r5, -0x4FE4(%r13)",0x803037B8,0x803039C4,0x80303A60,0x80303520,0x805F8820,0x80320C74,0x80327980,0x80626B2C,0x00000000,0x00000000,0x00000000,0x00000000,0x80320D70,0x80320F68,0x8033C7CC,0x802FA19C,0x802FA284,0x802FA8F0,0x802FA9C4,0x802FAC5C,0x802FAD44,0x802FAE2C,0x802FAF28,0x802FAF50,0x802FAF74,0x802FAF9C,0x802FAFC0,0x802FB0F0,0x802FB1A4,0x802FB300,0x802FBAFC,0x802FBDE0,0x802FBF48,0x802FC04C,0x80321228,0x801D14A0,0x8035A0B8,0x802FD520,0x802FE12C,0x00000000,0x803348EC,0x80343B94,0x80343BF0,0x803451AC,0x80346B10,0x80320818,0x803258A8,0x8032D3A0,0x80274170,0x80275AA8,0x805F8FA0,0x80353EFC,0x8027631C,0x8033C588,0x806285E0,0x806285D8,0x805F8820,0x803606F8,0x80327614,31,0x80352240,0x8034E0E4,0x802F1048,0x00000000,0x8034C780,0x8034C744,0x00000000,0x801D5348,0x8034435C,0x80327AE8
SGIJD00,0x803BC9F0,0x8027A4E8,0x80250290,0x8024BF90,0x8024BFD0,0x802473A0,0x80247490,0x8028F040,0x8028F230,0x8028F3E0,0x8028FC80,0x80490348,0x80490398,0x804903C8,0x80490418,0x804916F8,0x803B3F90,0x803B4AD0,0x803B4728,0x803B493C,0x803B4C50,0x803B4C68,0x803B53C4,0x803B5418,0x80A1000C,"lwz %r5, -0x5358(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5358(%r13)",0x80380D48,0x80380FD0,0x8038106C,0x803809B0,0x805F5080,0x8038B640,0x80392E30,0x8048639C,0x00000000,0x00000000,0x00000000,0x00000000,0x803914B0,0x803916A0,0x803BD2B0,0x80383BC8,0x80383CB0,0x8038431C,0x803844E0,0x80384584,0x8038466C,0x80384754,0x80384850,0x80384878,0x8038489C,0x803848C4,0x803848E8,0x80384A18,0x80384ACC,0x80384C28,0x8038543C,0x80385720,0x80385784,0x80385888,0x8038BAB0,0x802482A0,0x803DA448,0x8037BA3C,0x8037C868,0x803AAAC0,0x803AAC48,0x803C38E0,0x803C3940,0x803C509C,0x803C6AD0,0x8038B1C0,0x80390120,0x00000000,0x8024CFA0,0x8024EC10,0x805F5920,0x803D5878,0x00000000,0x803BD010,0x805FA048,0x805FA030,0x805F5080,0x803E47A0,0x80392AE0,31,0x803D3D40,0x803CF830,0x80296660,0x805F8018,0x803CDE00,0x803CDCDC,0x00000000,0x8027C6BC,0x803C41D0,0x80392F78
SS7ED00,0x80236BB0,0x800FB898,0x800CF540,0x800CB4D0,0x800CB510,0x800C6AB0,0x800C6B70,0x8011D170,0x8011D360,0x8011D510,0x8011DDB0,0x802CC118,0x802CC168,0x802CC198,0x802CC1E8,0x802CCD80,0x80231030,0x80231B80,0x802317D0,0x802319E4,0x80231D00,0x80231D18,0x80232474,0x802324C8,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8036; lwz %r5, -0x5CA0(%r5)",0x80268C20,0x80268E2C,0x80268EC8,0x80268888,0x80359FE0,0x00000000,0x80213AF0,0x802C2C54,0x00000000,0x00000000,0x00000000,0x00000000,0x80214DDC,0x80214FD0,0x802378C0,0x8026B4E0,0x8026B5C8,0x8026BC34,0x8026BDF8,0x8026BE9C,0x8026BF84,0x8026C06C,0x8026C168,0x8026C190,0x8026C1B4,0x8026C1DC,0x8026C200,0x8026C330,0x8026C3E4,0x8026C540,0x8026CD54,0x8026D038,0x8026D09C,0x8026D1A0,0x802102E0,0x800C7720,0x80254A64,0x80263CB4,0x8026499C,0x80228494,0x00000000,0x8023DBF0,0x8023DC50,0x8023F3D8,0x80240F10,0x8020F610,0x802139F0,0x00000000,0x800CC4E0,0x800CDE80,0x8035A6B8,0x8024FCBC,0x00000000,0x80237600,0x80359690,0x80359678,0x80359FE0,0x00000000,0x802159C8,30,0x8024E5F0,0x8024A180,0x80123BE0,0x80399060,0x80248580,0x80248460,0x00000001,0x800FE55C,0x8023E4F0,0x80215E6C
RVUED00,0x803E2200,0x80464244,0x8035CD50,0x80358BF4,0x80358C1C,0x803548B8,0x80354970,0x8040C5E0,0x8040C7C0,0x8040C968,0x8040D1E0,0x80612518,0x80612568,0x80612598,0x806125E8,0x80617F98,0x803B84F4,0x803B9038,0x803B8C90,0x803B8EA4,0x803B91B8,0x803B91D0,0x803B992C,0x803B9980,0x80A1000C,"lwz %r5, -0x00F8(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x00F8(%r13)",0x803AFCBC,0x803AFEC8,0x803AFF64,0x803AF924,0x806FB3C0,0x803BC130,0x803C2514,0x8060DC24,0x00000000,0x00000000,0x00000000,0x00000000,0x803C0FB4,0x803C11AC,0x803E2A44,0x803B29CC,0x803B2AB4,0x803B3120,0x803B32E4,0x803B3388,0x803B3470,0x803B3558,0x803B3654,0x803B367C,0x803B36A0,0x803B36C8,0x803B36EC,0x803B381C,0x803B38D0,0x803B3A2C,0x803B4240,0x803B4524,0x803B4588,0x803B468C,0x803BC550,0x80009330,0x803FF140,0x803AAD50,0x803ABA38,0x803D964C,0x803D97D4,0x803E8E40,0x803E8E9C,0x803EA5DC,0x803EBFEC,0x803BBCDC,0x803BFCEC,0x00000000,0x80359B58,0x8035B710,0x806FC4C0,0x803FA6B0,0x8035BF70,0x803E27CC,0x807450D8,0x807450C0,0x806FB3C0,0x8040596C,0x803C220C,31,0x803F8BF0,0x803F4B58,0x80387990,0x80741F80,0x803F31F4,0x803F30DC,0x00000000,0x80466498,0x803E96F0,0x803C266C
R2WPD00,0x80069A88,0x8012E0C0,0x802503D4,0x8024B58C,0x8024B5B4,0x80246FFC,0x802470B4,0x800BA764,0x800BA944,0x800BAAEC,0x800BB44C,0x8029A9E8,0x8029AA38,0x8029AA68,0x8029AAB8,0x802910F0,0x800D6804,0x800D7348,0x800D6FA0,0x800D71B4,0x800D74C8,0x800D74E0,0x800D7C3C,0x800D7C90,0x80A1000C,"lwz %r5, -0x6788(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x6788(%r13)",0x80106BF0,0x80106E78,0x80106F64,0x80106858,0x804183E0,0x8018C624,0x8013E2BC,0x00000000,0x00000000,0x80091ED0,0x00000000,0x00000000,0x8013C45C,0x8013C654,0x8006A298,0x8013536C,0x80135454,0x80135AC0,0x80135C84,0x80135D28,0x80135E10,0x80135EF8,0x80135FF4,0x8013601C,0x80136040,0x80136068,0x8013608C,0x801361BC,0x80136270,0x801363CC,0x80136BE0,0x80136EC4,0x80136F28,0x8013702C,0x8018CA44,0x80247EDC,0x00000000,0x80101830,0x80102628,0x801565B4,0x8015673C,0x8007027C,0x800702D8,0x80071A18,0x80073428,0x8018C1D0,0x8013B144,0x00000000,0x8024CED8,0x8024ECA0,0x80406520,0x80081DF4,0x8024F500,0x8006A054,0x80531178,0x80531160,0x804183E0,0x8008B264,0x8013DFB4,31,0x80080138,0x8007BF94,0x801EFAA0,0x80530B78,0x8007A630,0x8007A518,0x00000000,0x8013038C,0x80070B2C,0x8013E414
